10000,2,2,0.000178647,0.000189792,3.129600
100000,2,2,0.001520188,0.001531902,3.114960
1000000,2,2,0.01336038,0.013371723,3.126120
10000000,2,2,0.141481713,0.141493291,3.129680
100000000,2,2,1.370096128,1.370107888,1.342177
10,3,2,4.7149e-05,5.9054e-05,3.600000
100,3,2,4.7521e-05,5.8944e-05,3.120000
1000,3,2,5.8758e-05,7.0335e-05,3.248000
10000,3,2,0.000167913,0.000179597,3.104400
100000,3,2,0.001647988,0.001659551,3.139920
1000000,3,2,0.015749159,0.015760732,3.135880
10000000,3,2,0.121788273,0.121798522,3.141861
100000000,3,2,1.138877057,1.138888565,2.013266
10,4,2,5.1699e-05,6.3119e-05,3.600000
100,4,2,5.2246e-05,6.4072e-05,3.360000
1000,4,2,6.436e-05,7.5783e-05,3.296000
10000,4,2,0.000187413,0.000199084,3.090000
100000,4,2,0.001300424,0.001312106,3.132200
1000000,4,2,0.011834603,0.011846087,3.141672
10000000,4,2,0.128410072,0.128420826,3.140931
100000000,4,2,1.199096943,1.199108568,2.684355
