10,0,0,1.456e-06,2.9492e-05,3.600000
100,0,0,4.879e-06,2.9758e-05,3.360000
1000,0,0,3.8253e-05,5.9765e-05,3.132000
10000,0,0,0.000373795,0.000395146,3.136800
100000,0,0,0.003515749,0.003536013,3.138160
1000000,0,0,0.028832491,0.028850657,3.143964
10000000,0,0,0.158867187,0.158882182,3.141745
100000000,0,0,1.508372859,1.508382656,0.671089
10,1,0,7.732e-06,1.9606e-05,3.600000
100,1,0,7.538e-06,1.8936e-05,3.360000
1000,1,0,2.2601e-05,3.4065e-05,3.132000
10000,1,0,0.000171908,0.000183504,3.136800
100000,1,0,0.001637691,0.001649534,3.138160
1000000,1,0,0.015150392,0.015162025,3.143964
10000000,1,0,0.147708468,0.147719817,3.141746
100000000,1,0,1.47406354,1.474075027,0.671089
10,2,0,0.00014833,0.000159729,3.600000
100,2,0,4.2191e-05,5.366e-05,3.200000
1000,2,0,6.1384e-05,7.3035e-05,3.240000
10000,2,0,0.000194638,0.000206094,3.112800
100000,2,0,0.001609488,0.001620921,3.111280
1000000,2,0,0.016768226,0.016779071,3.132508
10000000,2,0,0.141141312,0.141153121,3.130079
100000000,2,0,1.392795245,1.392806998,1.342177
10,3,0,4.6176e-05,5.7516e-05,3.600000
100,3,0,4.5484e-05,5.6616e-05,3.280000
1000,3,0,5.8422e-05,6.9022e-05,3.232000
10000,3,0,0.000177776,0.000188125,3.097600
100000,3,0,0.001335196,0.001345598,3.134000
1000000,3,0,0.014656416,0.014666942,3.134720
10000000,3,0,0.119300682,0.119312306,3.142322
100000000,3,0,1.229731674,1.229743225,2.013266
10,4,0,0.000100215,0.000110535,3.600000
100,4,0,9.876e-05,0.000109259,3.280000
1000,4,0,8.4558e-05,9.4771e-05,3.292000
10000,4,0,0.00019215,0.000202604,3.074800
100000,4,0,0.001341479,0.001352158,3.140280
1000000,4,0,0.012237694,0.012249148,3.139708
10000000,4,0,0.130085804,0.13009646,3.140018
100000000,4,0,1.161972069,1.161982345,2.684355
10,0,1,4.71e-07,9.252e-06,3.600000
100,0,1,1.826e-06,1.1237e-05,3.360000
1000,0,1,1.7297e-05,2.7058e-05,3.132000
10000,0,1,0.000169536,0.000179368,3.136800
100000,0,1,0.001630813,0.001640855,3.138160
1000000,0,1,0.015269087,0.015277948,3.143964
10000000,0,1,0.150428042,0.150437995,3.141745
100000000,0,1,1.505351809,1.505361712,0.671089
10,1,1,6.992e-06,1.8912e-05,3.600000
100,1,1,7.319e-06,1.8011e-05,3.360000
1000,1,1,2.0721e-05,3.1523e-05,3.132000
10000,1,1,0.000153895,0.000164746,3.136800
100000,1,1,0.001502235,0.001512809,3.138160
1000000,1,1,0.015146197,0.015158013,3.143964
10000000,1,1,0.147531687,0.147542954,3.141746
100000000,1,1,1.471377003,1.471388338,0.671089
10,2,1,3.9265e-05,4.9763e-05,3.600000
100,2,1,3.9888e-05,5.098e-05,3.240000
1000,2,1,5.4133e-05,6.4474e-05,3.284000
10000,2,1,0.000194046,0.000204212,3.098000
100000,2,1,0.001415038,0.001426042,3.116520
1000000,2,1,0.014649929,0.014661541,3.119828
10000000,2,1,0.129604137,0.129615851,3.127200
100000000,2,1,1.610434755,1.610446477,1.342177
10,3,1,4.6765e-05,5.8225e-05,3.600000
100,3,1,4.7249e-05,5.8697e-05,3.240000
1000,3,1,6.0994e-05,7.1981e-05,3.224000
10000,3,1,0.000193292,0.000203798,3.099200
100000,3,1,0.00125515,0.001266063,3.141480
1000000,3,1,0.011985484,0.011996825,3.138696
10000000,3,1,0.15080296,0.150814719,3.142080
100000000,3,1,1.245016457,1.245027949,2.013266
10,4,1,5.1481e-05,6.2742e-05,3.600000
100,4,1,5.3585e-05,6.5166e-05,3.400000
1000,4,1,6.9118e-05,8.0724e-05,3.340000
10000,4,1,0.000181575,0.000193125,3.086400
100000,4,1,0.001245398,0.001256333,3.139040
1000000,4,1,0.011758449,0.011768897,3.142388
10000000,4,1,0.132169151,0.13218075,3.140902
100000000,4,1,1.282384981,1.282395805,2.684355
10,0,2,4.85e-07,9.532e-06,3.600000
100,0,2,1.907e-06,1.1885e-05,3.360000
1000,0,2,1.7367e-05,2.7222e-05,3.132000
10000,0,2,0.000169348,0.000179187,3.136800
100000,0,2,0.001653948,0.001663793,3.138160
1000000,0,2,0.01526362,0.015272808,3.143964
10000000,0,2,0.150504496,0.150513625,3.141745
100000000,0,2,1.504376289,1.504386174,0.671089
10,1,2,7.461e-06,1.9284e-05,3.600000
100,1,2,7.998e-06,1.9505e-05,3.360000
1000,1,2,2.2651e-05,3.4378e-05,3.132000
10000,1,2,0.000166661,0.000177912,3.136800
100000,1,2,0.00158172,0.001593486,3.138160
1000000,1,2,0.015017566,0.01502912,3.143964
10000000,1,2,0.147644495,0.147655619,3.141746
100000000,1,2,1.476355796,1.476367205,0.671089
10,2,2,4.1797e-05,5.3504e-05,3.600000
100,2,2,4.2422e-05,5.3883e-05,3.360000
1000,2,2,5.6744e-05,6.8197e-05,3.240000
