1024,0,0,5.850920766,5.863358409
1024,0,0,5.57661086,5.581818677
1024,0,0,5.317502451,5.322776101
1024,0,0,5.232484115,5.237711461
1024,0,0,5.652954278,5.65816602
1024,0,0,6.507679419,6.512928675
1024,0,0,6.474022301,6.479366776
4,1,0,7.205426994,7.210620682
8,1,0,6.70732098,6.712645619
16,1,0,6.317981036,6.323162558
32,1,0,6.194310896,6.199508087
64,1,0,7.105853053,7.111101682
128,1,0,8.42341389,8.428723219
256,1,0,8.428633104,8.434010687
4,2,0,3.540329809,3.545663126
8,2,0,3.390296423,3.395486815
16,2,0,3.190985902,3.196187773
32,2,0,3.165925272,3.171249237
64,2,0,3.571195494,3.576423535
128,2,0,4.281228055,4.286496464
256,2,0,4.276812437,4.282009496
4,3,0,2.442004691,2.447205304
8,3,0,2.345062388,2.350262806
16,3,0,2.235559528,2.240881734
32,3,0,2.193249491,2.198487874
64,3,0,2.725617027,2.730956659
128,3,0,3.230897431,3.236257155
256,3,0,4.254648199,4.259814452
4,4,0,1.881993142,1.887279893
8,4,0,1.810057362,1.815356571
16,4,0,1.699255978,1.704635808
32,4,0,1.661409321,1.666681445
64,4,0,1.868784333,1.874118614
128,4,0,2.255206536,2.260463825
256,4,0,2.268328038,2.273486976
1024,0,1,5.849217502,5.854516882
1024,0,1,5.562570122,5.5678607
1024,0,1,5.282405594,5.287736668
1024,0,1,5.213482495,5.218715543
1024,0,1,5.718606129,5.723925258
1024,0,1,6.575310587,6.580671288
1024,0,1,6.560480783,6.565790465
4,1,1,6.856267703,6.861617291
8,1,1,6.704533398,6.709807168
16,1,1,6.304603809,6.309898674
32,1,1,6.21563958,6.220865595
64,1,1,6.93802936,6.943225436
128,1,1,8.408903541,8.414141657
256,1,1,8.421256081,8.426529597
4,2,1,3.47604202,3.481322124
8,2,1,3.429304249,3.434518982
16,2,1,3.195193443,3.200485773
32,2,1,3.166841939,3.17212706
64,2,1,3.198950348,3.204255404
128,2,1,4.246468894,4.251653417
256,2,1,4.231895983,4.237057584
4,3,1,2.562582637,2.567868157
8,3,1,2.352368808,2.35766532
16,3,1,2.245059457,2.250309453
32,3,1,2.23018395,2.235340342
64,3,1,2.621723476,2.626941893
128,3,1,3.242850644,3.248078676
256,3,1,4.291748742,4.296980777
4,4,1,1.898608694,1.903905341
8,4,1,1.841839134,1.847063403
16,4,1,1.700587487,1.705900716
32,4,1,1.678362621,1.683546661
64,4,1,1.897672041,1.903008198
128,4,1,2.26137412,2.266565974
256,4,1,2.249996588,2.255299338
1024,0,2,5.872092498,5.877304066
1024,0,2,5.610364144,5.615680416
1024,0,2,5.286632542,5.291891864
1024,0,2,5.222876609,5.22823645
1024,0,2,5.761955858,5.76728173
1024,0,2,6.587549154,6.592749609
1024,0,2,6.56627827,6.571606916
4,1,2,6.841807548,6.847072664
8,1,2,6.70346554,6.708799897
16,1,2,6.318793259,6.324086069
32,1,2,6.255358581,6.26051288
64,1,2,6.975736678,6.981067715
128,1,2,8.494823957,8.500141273
256,1,2,8.397514606,8.402698575
4,2,2,3.550895017,3.556172964
8,2,2,3.398733105,3.404107618
16,2,2,3.201525947,3.206763621
32,2,2,3.135400502,3.140735714
64,2,2,3.591591057,3.596950188
128,2,2,4.279741952,4.284961842
256,2,2,4.245985573,4.251274085
4,3,2,2.47302939,2.478273044
8,3,2,2.378269421,2.383511775
16,3,2,2.267217335,2.272534069
32,3,2,2.204175477,2.209457163
64,3,2,2.733210101,2.738556066
128,3,2,3.287961108,3.29325212
256,3,2,4.287200378,4.292473958
4,4,2,1.905773941,1.911038348
8,4,2,1.85261651,1.857931665
16,4,2,1.687638545,1.692890133
32,4,2,1.660509685,1.665836511
64,4,2,1.892009003,1.897276656
128,4,2,2.265282757,2.27056641
256,4,2,2.271983728,2.27724157
