5.809105, 256
6.182362, 512
6.197429, 1024
6.215581, 2048
6.144381, 4096
6.148005, 8192
6.207352, 16384
6.189614, 32768
6.203670, 65536
6.156578, 131072
6.162510, 262144
5.902042, 524288
5.775831, 1048576
5.840486, 2097152
5.851271, 4194304
5.859441, 8388608
5.862249, 16777216
5.862129, 33554432
5.861331, 67108864
5.865074, 134217728
5.865362, 268435456
