5.614597, 256
6.208373, 512
6.218368, 1024
6.220579, 2048
6.226837, 4096
6.186961, 8192
6.184559, 16384
6.167428, 32768
6.193472, 65536
6.196174, 131072
6.145383, 262144
5.939475, 524288
5.775314, 1048576
5.671299, 2097152
5.849496, 4194304
5.821420, 8388608
5.824842, 16777216
5.833550, 33554432
5.847293, 67108864
5.845484, 134217728
5.846361, 268435456
1.762075, 536870912
